,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,day,Day_Perc_Change,Trend
0,M&amp;M,EQ,2017-05-15,1367.85,1373.0,1386.65,1370.0,1374.8,1375.65,1378.31,558190,769357918.2,38442,386664,69.27,2017,5,15,0.0,Slight or No change
1,M&amp;M,EQ,2017-05-16,1375.65,1377.0,1380.5,1363.1,1364.15,1366.35,1371.22,516012,707563397.0,29075,334469,64.82,2017,5,16,-0.6760440519027466,Slight negative
2,M&amp;M,EQ,2017-05-17,1366.35,1363.0,1384.35,1360.4,1379.0,1378.8,1378.56,920884,1269496570.0,32299,689649,74.89,2017,5,17,0.9111867383906125,Slight positive
3,M&amp;M,EQ,2017-05-18,1378.8,1369.0,1372.0,1347.5,1347.5,1352.85,1361.7,1217846,1658344015.0,20476,1043736,85.7,2017,5,18,-1.8820713664055688,Negative
4,M&amp;M,EQ,2017-05-19,1352.85,1350.0,1357.6,1328.5,1338.2,1333.4,1344.8,976742,1313521664.0,36297,773590,79.2,2017,5,19,-1.4377055845067654,Negative
5,M&amp;M,EQ,2017-05-22,1333.4,1340.15,1341.95,1301.1,1307.0,1306.25,1313.89,436797,573901073.9,26521,261661,59.9,2017,5,22,-2.0361481925903813,Negative
6,M&amp;M,EQ,2017-05-23,1306.25,1315.0,1338.35,1300.0,1328.35,1331.75,1324.9,780182,1033663449.0,40561,445992,57.17,2017,5,23,1.9521531100478384,Positive
7,M&amp;M,EQ,2017-05-24,1331.75,1331.5,1338.8,1301.45,1308.0,1308.65,1314.05,625683,822180435.0,29997,382266,61.1,2017,5,24,-1.7345597897503229,Negative
8,M&amp;M,EQ,2017-05-25,1308.65,1311.0,1335.9,1304.0,1335.9,1327.5,1321.97,1456698,1925707945.0,60911,1095811,75.23,2017,5,25,1.4404156955641234,Positive
9,M&amp;M,EQ,2017-05-26,1327.5,1334.0,1348.9,1327.5,1341.0,1340.85,1339.17,335223,448919974.0,16125,156414,46.66,2017,5,26,1.0056497175141121,Positive
10,M&amp;M,EQ,2017-05-29,1340.85,1345.0,1375.75,1327.4,1362.9,1360.05,1353.03,1058764,1432543454.0,37535,603995,57.05,2017,5,29,1.4319275086698724,Positive
11,M&amp;M,EQ,2017-05-30,1360.05,1364.0,1379.0,1342.3,1367.65,1361.1,1362.54,2223885,3030140652.0,68059,815525,36.67,2017,5,30,0.07720304400573585,Slight or No change
12,M&amp;M,EQ,2017-05-31,1361.1,1392.5,1448.5,1392.0,1413.7,1416.95,1424.14,3941786,5613656174.0,146225,1848666,46.9,2017,5,31,4.103298802439204,Among top gainers
13,M&amp;M,EQ,2017-06-01,1416.95,1430.0,1441.0,1416.1,1426.65,1425.25,1429.3,1712339,2447442776.0,55540,1120694,65.45,2017,6,1,0.5857651999011892,Slight positive
14,M&amp;M,EQ,2017-06-02,1425.25,1430.0,1434.75,1409.0,1421.95,1418.5,1425.52,1442389,2056158309.0,57116,1022592,70.9,2017,6,2,-0.4736011226100678,Slight or No change
15,M&amp;M,EQ,2017-06-05,1418.5,1424.95,1432.5,1421.1,1423.0,1423.7,1427.16,1151951,1644020715.0,49138,966825,83.93,2017,6,5,0.36658442016215265,Slight or No change
16,M&amp;M,EQ,2017-06-06,1423.7,1423.05,1429.85,1404.15,1409.0,1411.45,1410.94,803816,1134133211.0,24783,595729,74.11,2017,6,6,-0.8604340802135235,Slight negative
17,M&amp;M,EQ,2017-06-07,1411.45,1423.15,1451.1,1413.55,1430.0,1431.9,1438.06,1904689,2739057165.0,74038,1150446,60.4,2017,6,7,1.448864642743275,Positive
18,M&amp;M,EQ,2017-06-08,1431.9,1433.5,1440.0,1410.1,1416.0,1417.5,1418.61,849201,1204683318.0,31059,542704,63.91,2017,6,8,-1.0056568196103122,Negative
19,M&amp;M,EQ,2017-06-09,1417.5,1418.0,1434.7,1414.1,1427.0,1426.7,1427.36,908631,1296942194.0,45358,678656,74.69,2017,6,9,0.6490299823633139,Slight positive
20,M&amp;M,EQ,2017-06-12,1426.7,1435.0,1458.95,1415.0,1425.0,1423.55,1436.19,1911487,2745262446.0,43194,1123387,58.77,2017,6,12,-0.22078923389641236,Slight or No change
21,M&amp;M,EQ,2017-06-13,1423.55,1433.0,1439.85,1414.0,1416.9,1417.65,1426.82,983018,1402592469.0,37872,624543,63.53,2017,6,13,-0.41445681570719817,Slight or No change
22,M&amp;M,EQ,2017-06-14,1417.65,1430.0,1432.85,1401.1,1403.45,1405.2,1410.64,942385,1329370573.0,48226,625033,66.32,2017,6,14,-0.8782139456142257,Slight negative
23,M&amp;M,EQ,2017-06-15,1405.2,1409.0,1414.0,1378.85,1389.85,1387.65,1391.97,1567392,2181769486.0,44283,1157519,73.85,2017,6,15,-1.2489325362937675,Negative
24,M&amp;M,EQ,2017-06-16,1387.65,1398.2,1409.35,1383.3,1384.0,1387.3,1395.65,1650375,2303340191.0,41816,1308289,79.27,2017,6,16,-0.02522249846864666,Slight or No change
25,M&amp;M,EQ,2017-06-19,1387.3,1393.0,1405.0,1383.75,1386.0,1388.25,1393.69,1112550,1550548334.0,41169,835879,75.13,2017,6,19,0.0684783392200794,Slight or No change
26,M&amp;M,EQ,2017-06-20,1388.25,1394.6,1399.0,1385.0,1386.7,1389.45,1390.46,939704,1306622140.0,48781,737146,78.44,2017,6,20,0.08643976229065764,Slight or No change
27,M&amp;M,EQ,2017-06-21,1389.45,1392.7,1395.4,1380.95,1383.0,1387.15,1386.75,1494718,2072792837.0,45285,1134404,75.89,2017,6,21,-0.16553312461765612,Slight or No change
28,M&amp;M,EQ,2017-06-22,1387.15,1385.0,1407.2,1381.7,1397.2,1396.3,1397.62,1128366,1577031004.0,39841,645065,57.17,2017,6,22,0.659625851566159,Slight positive
29,M&amp;M,EQ,2017-06-23,1396.3,1400.0,1418.25,1370.1,1382.0,1376.2,1393.99,1220802,1701779938.0,48080,605566,49.6,2017,6,23,-1.439518728067024,Negative
30,M&amp;M,EQ,2017-06-27,1376.2,1393.3,1394.5,1365.0,1368.95,1370.3,1379.19,1668109,2300640430.0,39979,1231722,73.84,2017,6,27,-0.42871675628542993,Slight or No change
31,M&amp;M,EQ,2017-06-28,1370.3,1370.0,1375.0,1348.75,1353.0,1356.05,1358.35,827917,1124602077.0,28578,524256,63.32,2017,6,28,-1.0399182660731254,Negative
32,M&amp;M,EQ,2017-06-29,1356.05,1360.0,1379.1,1352.15,1360.1,1355.65,1364.33,936894,1278234630.0,40064,603955,64.46,2017,6,29,-0.029497437410119787,Slight or No change
33,M&amp;M,EQ,2017-06-30,1355.65,1355.0,1358.85,1345.1,1355.0,1348.6,1349.78,954758,1288711224.0,24904,675209,70.72,2017,6,30,-0.520045734518515,Slight negative
34,M&amp;M,EQ,2017-07-03,1348.6,1356.0,1372.0,1343.0,1364.1,1366.45,1365.38,1023959,1398092392.0,27860,673334,65.76,2017,7,3,1.3235948390924124,Positive
35,M&amp;M,EQ,2017-07-04,1366.45,1365.0,1377.0,1351.7,1355.0,1355.15,1362.67,430180,586194939.1,18659,261784,60.85,2017,7,4,-0.8269603717662499,Slight negative
36,M&amp;M,EQ,2017-07-05,1355.15,1365.0,1395.4,1361.5,1383.0,1385.0,1384.49,1216606,1684373320.0,41595,570632,46.9,2017,7,5,2.2027081872855403,Positive
37,M&amp;M,EQ,2017-07-06,1385.0,1393.7,1393.7,1370.0,1370.95,1376.05,1384.15,780888,1080869933.0,32579,545196,69.82,2017,7,6,-0.6462093862815932,Slight negative
38,M&amp;M,EQ,2017-07-07,1376.05,1370.4,1393.85,1370.4,1376.0,1376.0,1383.17,658350,910607919.3,29442,464666,70.58,2017,7,7,-0.003633588895746165,Slight or No change
39,M&amp;M,EQ,2017-07-10,1376.0,1344.45,1400.0,1344.45,1366.0,1367.4,1367.34,436811,597270472.1,9688,351940,80.57,2017,7,10,-0.6249999999999978,Slight negative
40,M&amp;M,EQ,2017-07-11,1367.4,1374.0,1395.0,1373.95,1390.0,1390.15,1390.85,2073421,2883812277.0,62838,1705292,82.25,2017,7,11,1.663741407049879,Positive
41,M&amp;M,EQ,2017-07-12,1390.15,1395.0,1396.1,1375.0,1376.0,1376.7,1383.89,736026,1018578243.0,38796,515386,70.02,2017,7,12,-0.9675214904866447,Slight negative
42,M&amp;M,EQ,2017-07-13,1376.7,1369.7,1379.0,1366.05,1369.0,1370.4,1371.53,794838,1090144354.0,32543,604713,76.08,2017,7,13,-0.4576160383525818,Slight or No change
43,M&amp;M,EQ,2017-07-14,1370.4,1377.95,1382.45,1369.0,1373.1,1375.55,1377.05,653673,900141583.2,19412,385533,58.98,2017,7,14,0.3758026853473373,Slight or No change
44,M&amp;M,EQ,2017-07-17,1375.55,1380.0,1405.4,1378.3,1381.95,1384.6,1393.96,1313078,1830383721.0,40678,705556,53.73,2017,7,17,0.657918650721534,Slight positive
45,M&amp;M,EQ,2017-07-18,1384.6,1381.95,1401.95,1377.0,1383.5,1380.15,1385.23,822868,1139863651.0,21635,583077,70.86,2017,7,18,-0.32139245991620324,Slight or No change
46,M&amp;M,EQ,2017-07-19,1380.15,1388.0,1393.0,1377.15,1381.25,1382.4,1383.72,1897894,2626152654.0,32733,1576431,83.06,2017,7,19,0.16302575806976805,Slight or No change
47,M&amp;M,EQ,2017-07-20,1382.4,1387.0,1397.8,1381.3,1391.0,1393.45,1390.38,902218,1254424096.0,26288,636732,70.57,2017,7,20,0.799334490740744,Slight positive
48,M&amp;M,EQ,2017-07-21,1393.45,1394.0,1398.0,1365.75,1382.5,1386.05,1382.3,700993,968981559.0,25040,384806,54.89,2017,7,21,-0.5310560120564078,Slight negative
49,M&amp;M,EQ,2017-07-24,1386.05,1385.8,1391.95,1375.0,1390.0,1388.95,1386.45,580661,805057683.3,17896,412851,71.1,2017,7,24,0.20922766133979476,Slight or No change
50,M&amp;M,EQ,2017-07-25,1388.95,1391.2,1396.1,1386.3,1389.8,1389.8,1390.25,720938,1002282594.0,31303,524103,72.7,2017,7,25,0.06119730731846129,Slight or No change
51,M&amp;M,EQ,2017-07-26,1389.8,1390.7,1420.2,1389.05,1413.5,1413.5,1410.26,1267793,1787917805.0,54494,808931,63.81,2017,7,26,1.7052813354439422,Positive
52,M&amp;M,EQ,2017-07-27,1413.5,1420.0,1423.75,1395.0,1402.0,1398.2,1404.81,1933565,2716291896.0,54857,1556956,80.52,2017,7,27,-1.0824195259992897,Negative
53,M&amp;M,EQ,2017-07-28,1398.2,1398.0,1398.0,1376.25,1383.1,1392.2,1389.58,401658,558135356.6,24883,207552,51.67,2017,7,28,-0.429123158346445,Slight or No change
54,M&amp;M,EQ,2017-07-31,1392.2,1393.3,1409.0,1380.1,1406.0,1403.3,1397.12,510904,713794219.2,22932,260406,50.97,2017,7,31,0.7972992386151345,Slight positive
55,M&amp;M,EQ,2017-08-01,1403.3,1415.0,1433.4,1403.3,1429.95,1429.25,1423.41,1941740,2763895765.0,34253,1415781,72.91,2017,8,1,1.8492125703698514,Positive
56,M&amp;M,EQ,2017-08-02,1429.25,1430.6,1433.65,1408.3,1410.0,1414.6,1419.34,476469,676272724.1,21874,236693,49.68,2017,8,2,-1.0250131187685918,Negative
57,M&amp;M,EQ,2017-08-03,1414.6,1418.4,1421.65,1404.1,1416.55,1416.5,1413.36,563019,795747380.3,31095,285835,50.77,2017,8,3,0.1343135868796974,Slight or No change
58,M&amp;M,EQ,2017-08-04,1416.5,1420.0,1424.4,1395.1,1419.0,1418.05,1406.9,2237324,3147688738.0,49015,1082782,48.4,2017,8,4,0.1094246381927233,Slight or No change
59,M&amp;M,EQ,2017-08-07,1418.05,1390.0,1430.0,1384.95,1401.0,1400.75,1409.03,1493977,2105063229.0,46100,774724,51.86,2017,8,7,-1.2199851909312054,Negative
60,M&amp;M,EQ,2017-08-08,1400.75,1400.05,1416.55,1390.25,1399.7,1400.0,1400.99,852827,1194802525.0,33833,486755,57.08,2017,8,8,-0.05354274495805722,Slight or No change
61,M&amp;M,EQ,2017-08-09,1400.0,1397.5,1406.6,1384.4,1390.0,1392.3,1395.81,771111,1076327281.0,32601,529597,68.68,2017,8,9,-0.550000000000006,Slight negative
62,M&amp;M,EQ,2017-08-10,1392.3,1386.0,1395.8,1380.0,1395.0,1387.05,1386.52,816173,1131639712.0,35937,529156,64.83,2017,8,10,-0.37707390648566985,Slight or No change
63,M&amp;M,EQ,2017-08-11,1387.05,1380.0,1386.1,1340.0,1350.0,1348.05,1359.31,1126510,1531275055.0,37921,718583,63.79,2017,8,11,-2.811722720882448,Negative
64,M&amp;M,EQ,2017-08-14,1348.05,1354.7,1370.9,1347.6,1356.15,1355.75,1357.06,685342,930046854.3,50845,404763,59.06,2017,8,14,0.5711954304365552,Slight positive
65,M&amp;M,EQ,2017-08-16,1355.75,1361.9,1376.45,1348.35,1368.0,1371.2,1366.59,744908,1017986385.0,43408,512155,68.75,2017,8,16,1.1395906324912497,Positive
66,M&amp;M,EQ,2017-08-17,1371.2,1372.0,1374.95,1358.6,1366.25,1367.0,1368.03,611537,836600407.8,40013,385840,63.09,2017,8,17,-0.3063010501750285,Slight or No change
67,M&amp;M,EQ,2017-08-18,1367.0,1364.0,1379.5,1360.65,1371.0,1370.0,1370.83,678855,930592793.8,45903,470264,69.27,2017,8,18,0.2194586686174116,Slight or No change
68,M&amp;M,EQ,2017-08-21,1370.0,1370.2,1392.95,1370.15,1378.55,1378.65,1380.28,702542,969703211.3,42318,478521,68.11,2017,8,21,0.6313868613138762,Slight positive
69,M&amp;M,EQ,2017-08-22,1378.65,1382.7,1385.8,1371.0,1373.2,1374.65,1376.84,292349,402517219.3,15230,152245,52.08,2017,8,22,-0.2901389040002922,Slight or No change
70,M&amp;M,EQ,2017-08-23,1374.65,1378.0,1387.0,1367.05,1375.0,1374.2,1374.93,789242,1085156223.0,14913,575716,72.95,2017,8,23,-0.032735605426836845,Slight or No change
71,M&amp;M,EQ,2017-08-24,1374.2,1375.0,1383.0,1367.8,1376.3,1375.15,1374.92,790046,1086251764.0,32240,580275,73.45,2017,8,24,0.0691311308397724,Slight or No change
72,M&amp;M,EQ,2017-08-28,1375.15,1380.0,1380.45,1366.5,1372.75,1373.05,1372.5,1035223,1420840104.0,26502,880571,85.06,2017,8,28,-0.15271061338764103,Slight or No change
73,M&amp;M,EQ,2017-08-29,1373.05,1375.25,1379.0,1367.05,1375.0,1376.95,1374.84,537856,739466409.9,16638,337557,62.76,2017,8,29,0.2840391828411226,Slight or No change
74,M&amp;M,EQ,2017-08-30,1376.95,1385.0,1388.55,1353.85,1360.0,1358.15,1376.14,1055176,1452074708.0,26166,720286,68.26,2017,8,30,-1.3653364319691996,Negative
75,M&amp;M,EQ,2017-08-31,1358.15,1358.0,1360.3,1333.0,1344.1,1344.8,1344.66,1558002,2094988754.0,67121,1021371,65.56,2017,8,31,-0.9829547546294726,Slight negative
76,M&amp;M,EQ,2017-09-01,1344.8,1344.8,1351.65,1336.9,1346.8,1347.6,1344.64,1087301,1462027917.0,44840,613120,56.39,2017,9,1,0.20820939916716963,Slight or No change
77,M&amp;M,EQ,2017-09-04,1347.6,1348.0,1348.0,1324.1,1326.35,1328.3,1333.51,407303,543142766.0,28007,182255,44.75,2017,9,4,-1.4321757197981566,Negative
78,M&amp;M,EQ,2017-09-05,1328.3,1329.05,1331.45,1313.45,1325.0,1324.65,1321.6,773888,1022767747.0,27611,338504,43.74,2017,9,5,-0.27478732214106794,Slight or No change
79,M&amp;M,EQ,2017-09-06,1324.65,1321.4,1324.65,1310.0,1316.8,1316.55,1318.52,649266,856068432.2,32912,376681,58.02,2017,9,6,-0.6114822783376828,Slight negative
80,M&amp;M,EQ,2017-09-07,1316.55,1318.65,1343.0,1318.65,1342.0,1339.95,1334.0,1164341,1553229848.0,37645,826666,71.0,2017,9,7,1.777372678591771,Positive
81,M&amp;M,EQ,2017-09-08,1339.95,1345.0,1346.85,1288.2,1294.95,1295.4,1306.25,1969487,2572639909.0,89869,1001226,50.84,2017,9,8,-3.3247509235419193,Among top losers
82,M&amp;M,EQ,2017-09-11,1295.4,1300.0,1330.0,1278.0,1282.6,1280.2,1291.07,1665419,2150177448.0,68418,1151845,69.16,2017,9,11,-1.1733827389223461,Negative
83,M&amp;M,EQ,2017-09-12,1280.2,1284.0,1304.9,1278.95,1300.0,1300.75,1292.99,1061452,1372441918.0,39769,532150,50.13,2017,9,12,1.6052179346977002,Positive
84,M&amp;M,EQ,2017-09-13,1300.75,1310.0,1320.05,1303.0,1308.0,1307.35,1316.46,2388029,3143736337.0,35552,1893940,79.31,2017,9,13,0.5073995771670115,Slight positive
85,M&amp;M,EQ,2017-09-14,1307.35,1313.0,1313.0,1288.25,1294.0,1290.75,1294.82,715922,926991825.4,25326,389372,54.39,2017,9,14,-1.2697441389069475,Negative
86,M&amp;M,EQ,2017-09-15,1290.75,1290.0,1304.0,1285.0,1286.0,1294.25,1294.37,840187,1087512077.0,31964,598791,71.27,2017,9,15,0.2711601781909767,Slight or No change
87,M&amp;M,EQ,2017-09-18,1294.25,1301.0,1306.2,1291.0,1293.4,1295.0,1299.48,651221,846246873.6,27283,371626,57.07,2017,9,18,0.05794861889125702,Slight or No change
88,M&amp;M,EQ,2017-09-19,1295.0,1304.0,1304.7,1288.1,1294.05,1294.75,1296.38,487526,632020751.5,17824,253733,52.05,2017,9,19,-0.019305019305015936,Slight or No change
89,M&amp;M,EQ,2017-09-20,1294.75,1300.1,1306.2,1289.6,1289.65,1292.45,1295.96,838237,1086325016.0,35420,500993,59.77,2017,9,20,-0.1776404711334223,Slight or No change
90,M&amp;M,EQ,2017-09-21,1292.45,1293.5,1296.65,1280.1,1291.0,1291.45,1290.25,485105,625904780.6,18723,274974,56.68,2017,9,21,-0.07737243220240497,Slight or No change
91,M&amp;M,EQ,2017-09-22,1291.45,1288.0,1297.0,1281.55,1285.45,1287.15,1287.01,858496,1104893454.0,33180,631537,73.56,2017,9,22,-0.3329590770064672,Slight or No change
92,M&amp;M,EQ,2017-09-25,1287.15,1282.6,1292.0,1246.0,1262.0,1260.0,1262.77,1145208,1446133639.0,67063,757153,66.11,2017,9,25,-2.1093112690828697,Negative
93,M&amp;M,EQ,2017-09-26,1260.0,1265.3,1265.45,1242.35,1246.5,1247.15,1251.65,657247,822645186.9,56194,443124,67.42,2017,9,26,-1.0198412698412596,Negative
94,M&amp;M,EQ,2017-09-27,1247.15,1253.0,1255.4,1224.0,1236.25,1232.0,1237.82,710275,879195196.3,33381,451389,63.55,2017,9,27,-1.2147696748586845,Negative
95,M&amp;M,EQ,2017-09-28,1232.0,1232.0,1249.0,1225.0,1228.0,1230.55,1237.94,1541084,1907771929.0,58370,1175615,76.28,2017,9,28,-0.11769480519481235,Slight or No change
96,M&amp;M,EQ,2017-09-29,1230.55,1231.0,1260.5,1231.0,1258.0,1254.25,1249.84,1216715,1520693970.0,46670,896825,73.71,2017,9,29,1.9259680630612452,Positive
97,M&amp;M,EQ,2017-10-03,1254.25,1265.0,1291.45,1252.75,1257.05,1264.3,1276.39,1785354,2278804671.0,52181,1045836,58.58,2017,10,3,0.8012756627466588,Slight positive
98,M&amp;M,EQ,2017-10-04,1264.3,1264.0,1291.8,1256.25,1287.0,1288.75,1279.51,1178243,1507571813.0,31204,645967,54.82,2017,10,4,1.9338764533734176,Positive
99,M&amp;M,EQ,2017-10-05,1288.75,1310.0,1316.0,1293.0,1297.0,1300.75,1308.66,2106398,2756568497.0,64582,1142718,54.25,2017,10,5,0.9311348205625514,Slight positive
100,M&amp;M,EQ,2017-10-06,1300.75,1309.9,1321.2,1299.25,1300.0,1303.0,1309.88,912947,1195848898.0,22186,491559,53.84,2017,10,6,0.17297712857966552,Slight or No change
101,M&amp;M,EQ,2017-10-09,1303.0,1301.05,1312.9,1299.0,1304.9,1304.85,1305.55,417682,545303236.6,15609,242162,57.98,2017,10,9,0.14198004604757397,Slight or No change
102,M&amp;M,EQ,2017-10-10,1304.85,1318.0,1319.0,1301.15,1304.9,1305.1,1309.48,693721,908416952.8,39154,425714,61.37,2017,10,10,0.01915929033988739,Slight or No change
103,M&amp;M,EQ,2017-10-11,1305.1,1309.0,1330.25,1306.0,1316.0,1319.45,1322.88,1642780,2173200984.0,45357,1219364,74.23,2017,10,11,1.0995326028656827,Positive
104,M&amp;M,EQ,2017-10-12,1319.45,1320.25,1341.6,1314.15,1337.45,1338.15,1335.27,824166,1100481712.0,17354,510851,61.98,2017,10,12,1.4172571904960352,Positive
105,M&amp;M,EQ,2017-10-13,1338.15,1338.0,1345.65,1323.0,1325.0,1325.3,1331.48,541640,721181506.4,15670,342186,63.18,2017,10,13,-0.9602809849419081,Slight negative
106,M&amp;M,EQ,2017-10-16,1325.3,1338.9,1375.9,1330.3,1367.0,1368.6,1361.86,1170290,1593768963.0,37450,606621,51.84,2017,10,16,3.2671847883497973,Among top gainers
107,M&amp;M,EQ,2017-10-17,1368.6,1373.9,1375.5,1343.5,1371.3,1373.35,1367.16,1023744,1399623194.0,49939,643721,62.88,2017,10,17,0.3470699985386627,Slight or No change
108,M&amp;M,EQ,2017-10-18,1373.35,1372.0,1378.5,1362.2,1364.0,1370.55,1373.41,598422,821878512.4,24670,328139,54.83,2017,10,18,-0.20388102086139614,Slight or No change
109,M&amp;M,EQ,2017-10-19,1370.55,1366.75,1379.0,1360.1,1376.8,1375.75,1374.62,175195,240826138.4,4034,91902,52.46,2017,10,19,0.379409726022395,Slight or No change
110,M&amp;M,EQ,2017-10-23,1375.75,1380.0,1393.95,1346.6,1362.0,1367.05,1368.16,599664,820436014.5,28670,227193,37.89,2017,10,23,-0.6323823369071446,Slight negative
111,M&amp;M,EQ,2017-10-24,1367.05,1360.55,1365.9,1346.95,1354.0,1350.65,1354.56,390953,529571164.6,29196,214487,54.86,2017,10,24,-1.1996635090157581,Negative
112,M&amp;M,EQ,2017-10-25,1350.65,1354.0,1373.6,1348.95,1371.8,1364.7,1362.15,664152,904677786.5,36269,445599,67.09,2017,10,25,1.0402398845000604,Positive
113,M&amp;M,EQ,2017-10-26,1364.7,1374.45,1380.7,1364.5,1373.5,1372.95,1373.94,1652089,2269863675.0,69948,1296615,78.48,2017,10,26,0.604528467795129,Slight positive
114,M&amp;M,EQ,2017-10-27,1372.95,1372.95,1390.7,1371.55,1380.75,1387.7,1383.54,774542,1071608868.0,32137,472146,60.96,2017,10,27,1.0743289995994054,Positive
115,M&amp;M,EQ,2017-10-30,1387.7,1388.0,1392.65,1370.05,1372.1,1374.75,1379.19,563034,776528433.6,28872,367173,65.21,2017,10,30,-0.9331988181883744,Slight negative
116,M&amp;M,EQ,2017-10-31,1374.75,1378.0,1378.0,1342.1,1346.0,1344.8,1352.32,799728,1081488267.0,37278,521272,65.18,2017,10,31,-2.178577923258773,Negative
117,M&amp;M,EQ,2017-11-01,1344.8,1347.25,1363.2,1336.0,1352.8,1350.75,1349.99,1965358,2653212399.0,59092,1330675,67.71,2017,11,1,0.44244497323022713,Slight or No change
118,M&amp;M,EQ,2017-11-02,1350.75,1343.0,1349.4,1331.05,1336.0,1335.35,1335.93,870329,1162695211.0,24893,674288,77.48,2017,11,2,-1.1401073477697587,Negative
